caseid,srv_spend,campfin,immig_legal,immig_numb,equalpay,parleave,crimespend,death,terror_worry,minwage,healthspend,childcare,getahead,freetrade
804,5,4,1,4,1,1,4,3,4,1,2,2,3,3
805,5,2,1,2,1,1,3,4,5,1,2,3,3,4
806,5,4,4,4,1,2,3,4,4,1,4,4,3,4
807,3,3,2,4,1,1,3,5,3,1,5,4,2,3
808,997,2,2,4,1,2,3,4,5,2,3,4,3,2
809,6,2,1,2,1,4,1,1,2,1,2,2,3,3
810,2,4,2,4,3,4,4,3,4,2,7,7,3,3
811,4,1,6,6,1,1,3,6,2,1,2,2,2,7
812,3,4,4,4,1,3,4,4,9,2,5,4,3,4
813,3,4,6,7,1,1,2,1,9,1,2,7,2,7
814,7,1,1,2,1,1,4,7,3,1,1,1,2,2
815,7,7,2,4,1,1,2,3,9,1,2,2,2,4
816,4,3,3,4,3,3,3,2,9,1,2,3,3,3
817,997,4,4,5,4,4,3,4,9,1,3,3,2,4
818,5,4,2,2,4,1,6,4,3,1,1,1,3,4
819,1,1,3,4,3,3,4,2,2,2,3,3,3,4
820,2,2,2,4,1,1,6,4,3,4,3,3,2,3
821,1,4,2,4,1,4,7,1,2,3,7,7,1,6
822,5,2,2,4,1,2,2,5,2,1,2,2,3,3
823,5,4,4,3,4,4,4,4,5,2,4,4,3,4
824,1,1,1,4,4,4,4,4,4,1,1,1,2,1
825,5,1,2,5,1,1,3,1,9,1,2,3,2,2
826,2,7,1,2,5,2,3,1,4,4,5,4,3,2
827,997,4,4,4,4,4,4,4,9,2,4,4,3,4
828,3,3,2,4,2,2,3,3,4,2,5,4,5,3
829,7,1,1,1,1,1,1,4,9,1,1,1,2,4
830,997,4,4,4,4,4,3,7,5,2,4,4,2,3
831,997,2,2,3,1,2,2,6,2,1,3,3,3,1
832,5,2,1,2,3,2,2,5,9,1,2,3,2,1
833,5,1,2,4,1,2,4,5,3,1,3,1,2,3
834,4,3,2,5,1,1,4,1,9,1,5,2,2,3
835,7,7,4,3,1,1,4,5,2,1,3,3,3,5
836,2,2,2,4,2,2,2,1,9,2,2,3,4,4
837,7,2,2,4,1,1,3,3,9,1,3,3,2,4
838,4,6,2,4,2,2,4,1,9,1,2,2,2,4
839,4,1,1,3,1,1,5,5,9,1,3,3,2,3
840,997,4,6,2,2,2,1,2,4,1,3,4,1,4
841,6,2,2,4,2,2,2,2,2,1,2,4,3,4
842,7,1,1,1,1,1,1,1,1,1,1,1,1,1
843,7,1,1,2,2,3,1,2,2,2,1,3,2,4
844,997,4,4,2,4,4,1,4,9,1,1,1,2,4
845,5,4,2,4,1,2,2,3,9,1,2,2,2,5
846,4,4,3,3,6,3,5,4,3,3,3,5,2,2
847,7,4,1,4,1,1,4,4,2,2,4,4,3,4
848,4,1,2,2,1,1,2,6,2,1,2,2,3,2
849,5,2,2,3,2,3,2,2,1,1,1,3,2,1
850,5,4,5,6,2,3,3,4,3,1,3,5,2,4
851,4,6,2,4,5,2,4,1,9,2,2,4,2,2
852,1,5,3,5,3,1,2,1,4,2,6,5,5,5
853,4,7,2,6,1,2,3,1,4,1,4,3,2,4
854,7,1,1,1,1,1,4,7,3,1,1,1,1,6
855,3,4,4,4,4,4,7,4,3,1,5,5,3,4
856,6,1,1,2,1,1,4,2,4,1,2,2,3,4
857,7,2,6,4,1,1,2,2,9,1,1,3,1,4
858,1,7,4,6,7,3,3,1,9,2,7,7,3,4
859,2,1,3,5,4,1,4,1,4,4,7,7,4,1
860,6,1,1,1,1,1,4,7,4,1,1,1,2,7
861,997,4,4,4,4,4,3,3,9,1,3,3,3,2
862,6,1,2,4,1,3,2,6,5,1,1,1,2,5
863,6,1,1,2,1,1,2,7,3,1,1,1,3,4
864,4,4,4,4,5,3,6,4,9,4,2,4,3,4
865,997,1,2,4,1,1,1,2,2,1,2,3,4,4
866,6,3,4,4,1,1,2,1,3,2,4,3,1,3
867,1,1,4,6,1,1,7,4,2,1,1,7,2,7
868,3,3,4,4,1,2,4,1,4,2,6,6,3,2
869,997,2,2,4,1,1,2,2,1,1,4,4,2,4
870,4,2,2,2,1,1,6,5,3,1,3,3,2,6
871,6,4,4,4,3,4,4,4,4,1,3,4,2,4
872,4,4,5,6,4,3,1,2,2,1,4,3,4,3
873,6,1,1,4,1,1,4,3,5,1,1,1,2,6
874,4,5,4,4,1,2,5,1,9,4,4,3,2,4
875,3,4,3,5,2,4,2,4,4,2,4,4,4,4
876,6,1,3,5,1,1,5,6,3,1,1,1,1,7
877,6,1,2,4,1,2,2,7,9,1,1,2,2,6
878,4,1,3,6,1,1,2,2,9,2,3,3,2,2
879,4,1,2,4,1,2,4,1,3,2,3,3,2,3
880,6,1,1,2,1,1,4,6,4,1,2,3,3,6
881,4,3,3,4,7,7,2,2,1,2,4,4,2,3
882,997,4,4,4,4,4,4,4,9,1,1,1,1,4
883,4,5,2,3,1,1,3,7,9,1,2,2,2,6
884,5,2,2,2,1,1,3,6,9,1,1,1,2,5
885,997,2,7,4,1,1,4,7,3,2,4,4,3,4
886,4,4,4,5,1,1,1,2,2,1,1,4,2,7
887,7,4,5,6,2,1,4,1,9,1,1,6,1,4
888,997,1,2,4,7,4,3,2,9,1,4,4,2,2
889,4,1,2,4,3,4,1,1,1,1,4,4,3,7
890,4,1,1,1,2,1,4,7,5,1,1,1,3,1
891,4,1,1,3,1,1,4,7,9,1,3,2,2,7
892,5,7,1,4,1,1,1,1,9,1,2,3,3,1
893,6,1,4,5,1,3,2,3,9,1,1,2,1,6
894,2,5,4,4,2,4,5,3,4,3,7,4,3,7
895,2,4,2,5,1,5,4,5,9,4,4,4,2,3
896,3,1,2,2,1,2,3,7,9,1,2,3,2,2
897,7,7,1,1,1,1,1,6,4,1,1,1,2,6
898,1,4,5,4,5,5,5,2,2,2,7,7,3,4
899,3,4,4,4,1,1,4,3,3,1,3,3,3,4
900,6,1,2,2,1,1,4,7,4,1,1,1,2,6
901,6,1,2,2,1,1,4,5,3,1,3,4,2,5
902,7,1,1,1,2,1,6,1,4,1,2,5,8,2
903,4,4,7,7,7,7,7,1,2,2,4,3,3,4
904,7,1,1,1,1,1,5,7,4,1,1,1,2,7
905,1,1,2,4,3,3,2,1,2,1,5,4,2,4
906,4,4,1,4,3,3,7,1,5,1,1,4,2,1
907,1,6,1,4,3,6,3,1,9,2,4,4,3,5
908,997,4,4,4,1,4,4,4,5,2,4,4,3,4
909,1,3,2,3,2,5,3,1,3,2,5,3,1,6
910,5,5,3,3,5,2,6,5,3,1,3,4,2,3
911,5,7,1,6,3,1,3,2,4,1,1,1,2,6
912,6,1,1,2,1,1,6,7,5,1,1,2,2,6
913,4,4,7,2,1,1,3,1,1,1,4,4,2,5
914,7,4,3,5,4,5,5,3,9,3,3,4,3,5
915,2,1,3,6,1,1,2,1,1,2,6,4,2,4
916,1,7,2,4,1,4,3,2,1,2,7,7,5,4
917,997,1,3,4,2,4,2,2,9,2,4,4,4,4
918,5,1,1,1,1,1,3,4,4,1,5,1,2,1
919,1,7,1,3,4,7,2,6,1,4,7,7,3,1
920,997,4,4,4,1,1,4,3,5,1,1,1,2,4
921,997,3,6,5,2,4,2,7,9,1,2,4,2,7
922,2,7,2,4,1,7,2,1,9,2,7,4,1,4
923,5,2,3,4,1,1,4,7,9,1,2,2,3,4
924,5,7,1,4,1,2,3,6,2,1,3,5,5,2
925,5,3,3,4,3,3,3,3,4,1,4,4,2,4
926,4,2,4,4,1,1,2,3,9,1,3,2,2,3
927,4,4,1,5,1,3,1,4,5,1,1,1,3,4
928,3,4,2,2,1,1,4,1,1,1,1,1,3,3
929,4,3,5,7,7,2,4,7,1,1,5,5,4,6
930,5,3,3,5,1,2,2,1,2,1,1,1,4,2
931,6,1,1,4,1,1,5,4,5,1,1,1,1,2
932,997,4,2,4,1,2,4,4,2,1,4,4,5,4
933,4,4,2,4,1,1,5,7,9,2,2,1,2,4
934,6,4,4,3,3,4,3,3,9,3,3,3,5,4
935,997,4,4,4,4,4,4,4,3,2,4,4,3,4
936,3,4,3,4,1,2,2,1,1,2,4,3,2,6
937,5,1,4,3,1,3,4,6,9,1,2,3,2,4
938,4,3,5,7,3,2,4,4,9,2,4,4,5,4
939,4,4,3,2,4,3,2,4,9,4,4,5,4,2
940,4,2,6,7,1,3,3,2,2,2,4,4,3,4
941,4,4,4,4,4,4,4,4,9,2,4,4,3,4
942,5,2,1,4,2,2,3,2,4,1,2,4,4,2
943,1,2,5,3,3,5,3,3,7,4,1,1,1,9
944,7,3,3,4,4,3,3,2,1,2,3,3,3,3
945,3,7,2,2,1,2,4,7,4,1,4,3,3,3
946,5,4,7,7,1,2,1,1,1,1,2,3,4,4
947,5,4,4,4,4,4,5,4,5,1,2,4,2,4
948,4,4,4,4,4,4,5,3,9,1,2,3,3,4
949,1,7,7,7,1,1,4,1,1,1,1,1,1,7
950,1,6,5,7,2,4,2,2,2,2,6,6,2,6
951,997,2,2,3,1,1,4,7,9,1,4,4,2,4
952,6,1,2,2,3,2,3,2,2,1,3,2,2,1
953,3,1,1,4,2,3,2,1,9,4,6,4,2,3
954,5,2,1,2,1,1,2,7,9,1,1,1,3,4
955,7,1,1,3,3,1,4,7,4,1,1,1,2,4
956,7,4,2,3,1,2,3,4,4,2,1,1,3,4
957,6,1,3,5,1,1,2,1,2,1,2,1,1,4
958,4,4,1,3,2,1,5,2,4,2,3,5,3,2
959,4,1,1,2,1,1,3,2,3,1,3,3,2,4
960,5,4,3,4,1,1,2,3,3,1,2,2,1,4
961,6,4,4,4,4,3,3,3,3,2,4,4,3,4
962,7,7,1,7,4,7,2,6,9,3,6,2,5,7
963,6,4,1,1,1,1,1,7,4,1,1,1,1,4
964,6,3,5,4,5,2,5,2,3,3,2,5,5,3
965,2,3,3,3,2,4,4,3,4,2,4,4,3,2
966,7,4,4,4,4,4,4,4,9,3,4,4,3,4
967,7,3,2,3,1,1,3,4,9,1,1,1,2,4
968,7,1,4,2,1,1,2,5,5,1,1,1,2,4
969,7,1,1,1,1,1,1,7,9,1,1,1,2,1
970,3,2,1,4,1,1,6,3,9,1,4,3,2,4
971,6,2,1,1,1,1,6,7,9,1,2,2,2,4
972,4,2,4,4,4,3,3,4,9,2,3,4,4,4
973,4,5,2,3,2,1,2,5,5,1,1,1,4,2
974,4,2,1,1,1,2,4,5,5,1,3,3,3,4
975,4,7,2,3,1,1,6,5,9,1,2,1,2,7
976,6,1,2,4,1,1,4,7,3,1,4,2,3,6
977,3,3,2,3,2,3,2,2,9,2,3,2,3,1
978,4,4,2,5,2,4,2,2,9,2,5,4,3,2
979,5,7,5,4,1,7,4,5,4,1,1,7,1,5
980,7,1,1,2,1,1,7,7,5,1,1,1,1,7
981,7,1,2,3,1,1,1,4,4,1,1,1,1,6
982,997,4,7,4,1,1,4,4,1,1,1,1,3,4
983,1,4,1,4,2,3,4,2,9,2,7,7,3,6
984,1,7,3,7,5,7,1,1,1,4,7,7,5,7
985,6,4,4,6,4,4,4,4,2,1,3,3,3,4
986,5,4,6,7,1,1,2,2,9,2,1,3,2,4
987,1,1,1,4,4,7,2,1,1,2,4,4,4,6
988,6,2,2,4,1,1,4,3,3,1,1,2,1,5
989,3,4,4,6,1,1,4,4,2,2,6,4,3,5
990,2,1,4,6,1,1,3,4,2,4,1,1,3,4
991,1,7,4,4,3,2,4,1,9,2,1,7,3,5
992,5,1,1,2,2,1,2,7,9,1,1,1,4,1
993,3,3,2,5,1,1,3,2,2,2,3,1,2,4
994,7,1,1,1,1,2,1,2,1,2,2,2,2,1
995,5,4,2,2,1,2,1,4,1,2,2,1,2,2
996,997,4,4,3,4,4,4,4,3,2,2,4,3,4
997,4,3,3,2,4,5,4,4,4,4,2,4,3,6
998,6,6,3,3,1,3,3,4,9,1,3,3,2,6
999,6,7,1,2,1,1,5,7,9,1,1,1,3,3
1000,7,7,1,4,1,1,1,4,4,1,2,2,2,6
1001,6,4,4,5,4,4,4,4,3,2,4,4,3,4
1002,3,4,1,4,4,2,4,2,1,2,4,4,2,7
1003,3,3,4,3,3,4,3,3,9,2,3,3,3,4
1004,1,4,5,6,5,4,2,1,2,2,3,3,4,5
1005,6,3,3,1,1,1,3,6,9,2,4,3,3,2
1006,4,2,4,6,1,1,5,1,1,1,3,7,1,4
1007,4,6,4,2,4,4,4,4,9,2,4,4,2,4
1008,4,4,4,4,4,1,5,2,9,2,6,6,2,4
1009,6,2,2,6,1,1,1,2,2,1,2,2,2,5
1010,4,1,2,4,1,1,4,3,3,1,3,3,3,3
1011,3,2,1,4,4,3,1,4,1,2,4,2,4,1
1012,3,2,2,6,1,7,4,4,9,1,3,3,4,1
1013,6,1,2,2,2,2,4,4,9,1,2,4,1,7
1014,6,7,3,4,1,1,4,7,4,1,1,1,2,4
1015,7,3,3,4,1,1,2,5,3,1,1,1,1,4
1016,6,4,7,7,1,2,1,2,1,1,4,5,3,4
1017,3,1,2,5,1,1,3,1,3,2,2,1,2,5
1018,7,4,4,4,4,1,1,1,2,1,2,2,2,4
1019,3,1,5,7,1,1,1,2,9,1,1,1,1,7
1020,6,1,4,4,1,1,4,6,9,1,4,4,2,4
1021,6,4,2,4,1,1,3,2,9,2,2,2,2,4
1022,6,3,3,3,3,4,4,4,3,1,5,5,1,4
1023,5,2,4,6,1,2,3,1,1,1,2,2,3,4
1024,6,5,3,7,1,1,7,1,1,1,1,1,2,7
1025,7,4,3,3,1,1,4,4,1,1,1,2,2,3
1026,4,4,4,6,1,1,2,1,1,1,4,1,3,2
1027,1,1,4,4,1,1,3,1,4,1,1,4,3,4
1028,6,2,2,1,2,2,3,2,9,1,2,2,3,2
1029,4,7,5,7,4,1,4,1,1,1,1,1,2,5
1030,6,1,2,3,1,1,5,7,4,1,2,2,2,4
1031,4,5,3,4,1,1,3,7,4,1,4,4,2,4
1032,997,4,4,4,2,3,4,4,9,1,4,3,2,4
1033,5,3,2,4,1,1,2,3,3,1,2,3,2,4
1034,5,4,6,5,1,1,2,2,9,1,1,1,2,4
1035,1,4,3,5,4,6,4,3,9,2,7,7,3,4
1036,2,6,4,4,3,6,6,5,2,2,6,7,2,2
1037,6,3,2,2,1,1,2,4,3,1,3,3,2,4
1038,2,6,1,4,1,2,4,3,9,2,7,3,2,3
1039,4,4,4,4,1,1,4,2,9,1,1,1,2,6
1040,4,7,4,4,3,1,6,4,5,1,2,3,3,4
1041,7,1,1,1,2,1,5,6,5,1,1,1,2,7
1042,5,1,1,1,1,2,5,7,4,1,3,3,3,1
1043,6,2,3,2,2,1,2,2,1,2,3,3,2,1
1044,5,2,2,4,2,2,4,2,2,1,3,3,3,2
1045,4,1,3,6,1,3,4,1,2,4,2,4,3,7
1046,7,2,3,2,2,1,3,2,2,1,2,1,3,2
1047,2,4,1,4,5,2,2,1,9,2,5,4,5,2
1048,4,6,2,2,2,2,1,2,9,2,2,3,3,5
1049,4,1,2,4,1,1,4,4,5,1,1,1,1,6
1050,4,4,6,5,1,1,2,2,1,1,3,3,3,4
1051,7,1,1,4,1,1,4,2,4,1,1,1,2,7
1052,997,2,2,2,1,1,1,6,2,1,1,1,2,2
1053,4,3,2,3,1,1,2,2,9,1,3,3,2,3
1054,7,7,1,1,1,1,1,7,5,1,1,1,1,4
1055,997,4,7,7,1,2,3,1,1,4,3,2,2,4
1056,5,4,2,4,1,1,4,5,2,2,5,4,4,4
1057,3,4,2,4,1,1,4,2,3,1,4,4,1,4
1058,997,3,7,7,4,3,3,1,9,2,7,1,2,3
1059,1,2,2,4,1,1,6,7,4,4,7,4,4,7
1060,7,6,2,4,4,1,3,2,2,1,2,2,2,3
1061,5,1,1,1,1,1,5,1,5,1,2,1,2,1
1062,4,4,5,4,4,2,6,4,3,2,4,2,3,4
1063,4,4,3,5,3,1,3,2,3,2,2,1,2,3
1064,4,2,3,6,1,1,1,1,9,2,7,3,2,2
1065,5,2,1,2,1,1,1,7,4,1,1,2,2,4
1066,4,1,1,1,1,1,1,1,9,1,1,1,2,7
1067,4,3,2,5,1,1,2,3,3,1,5,4,2,3
1068,997,4,7,7,1,4,1,7,9,1,1,1,4,4
1069,5,1,1,4,1,1,3,2,9,2,3,2,2,3
1070,6,3,2,1,2,2,3,3,2,1,2,3,2,2
1071,1,4,6,6,3,3,3,2,3,1,7,3,3,3
1072,997,4,6,6,1,1,4,4,3,1,4,4,3,4
1073,3,4,2,3,1,4,4,3,2,2,5,6,3,3
1074,5,6,3,5,1,1,3,2,1,1,3,2,2,4
1075,3,4,6,6,4,4,2,2,1,2,7,4,5,4
1076,7,1,6,6,4,3,3,1,2,1,1,2,1,4
1077,3,2,3,4,1,3,4,4,2,3,4,3,5,3
1078,6,1,2,4,1,1,3,3,9,1,1,1,2,3
1079,4,4,4,5,1,1,1,1,9,2,1,3,1,5
1080,7,4,5,5,1,1,5,1,1,1,2,1,3,4
1081,6,2,3,3,3,3,3,3,2,2,2,3,3,3
1082,5,2,2,5,1,1,6,7,5,1,2,4,2,2
1083,5,5,7,6,2,2,3,1,2,2,5,5,2,4
1084,3,3,1,4,1,5,3,2,9,3,4,4,3,2
1085,3,3,3,2,1,1,3,1,3,1,3,1,2,6
1086,1,4,1,3,1,1,4,2,2,2,3,3,5,1
1087,7,1,2,1,1,1,7,7,4,1,1,1,1,2
1088,4,1,1,3,1,1,6,6,9,1,3,3,2,4
1089,3,2,6,6,2,2,3,1,3,1,3,3,2,5
1090,7,3,3,5,5,5,5,4,3,2,5,5,3,4
1091,7,2,1,1,2,1,1,2,1,1,2,2,3,2
1092,4,1,1,1,1,2,2,1,3,1,4,3,5,2
1093,7,3,3,3,3,4,3,2,9,2,4,4,3,4
1094,5,1,1,1,1,1,4,2,4,1,3,2,2,2
1095,6,2,1,1,1,2,1,3,1,1,1,1,3,1
1096,4,7,6,6,1,2,4,1,9,1,3,3,1,3
1097,6,1,1,5,1,1,3,6,4,1,1,3,2,5
1098,4,5,3,4,3,2,4,1,9,2,5,3,2,5
1099,5,4,3,3,2,2,3,3,1,1,3,3,3,4
1100,6,1,1,1,3,3,1,1,9,2,1,1,5,1
1101,3,4,4,3,3,4,4,4,9,4,1,3,4,4
1102,1,3,5,2,2,3,2,7,9,2,7,7,5,7
1103,1,1,2,3,1,2,2,7,1,2,2,3,4,7
1104,1,4,6,7,3,1,3,1,2,1,7,1,1,5
1105,2,1,4,5,1,2,2,4,1,2,7,6,4,4
1106,6,3,3,4,3,4,3,4,3,2,3,4,4,4
1107,6,4,3,4,1,1,3,3,3,2,6,5,2,4
1108,5,2,2,6,1,4,3,1,5,4,4,4,2,6
1109,997,4,1,4,1,1,1,7,4,1,1,1,5,4
1110,5,4,2,5,1,2,3,3,2,1,2,3,2,3
1111,5,4,2,4,1,6,2,1,3,1,1,7,1,3
1112,3,4,1,4,7,6,7,7,1,4,7,4,1,1
1113,7,2,2,3,1,2,4,6,9,1,1,2,2,5
1114,6,1,2,4,1,2,2,6,5,1,2,3,4,3
1115,6,1,1,1,1,1,4,5,9,1,1,1,4,4
1116,4,3,6,5,2,1,3,1,9,1,3,3,2,5
1117,5,4,2,5,1,1,3,3,3,1,4,3,3,4
1118,3,4,3,5,1,1,3,2,3,2,2,3,4,3
1119,997,7,7,1,4,4,7,4,1,1,4,4,1,4
1120,5,4,2,4,2,2,2,2,9,2,4,4,2,5
1121,1,4,4,4,4,4,4,4,3,4,4,4,2,4
1122,997,5,6,6,2,2,2,2,9,1,1,1,2,4
1123,1,6,2,3,7,5,7,5,9,4,7,7,3,4
1124,3,1,3,5,1,1,3,4,2,2,3,4,3,4
1125,4,1,4,4,2,2,2,2,3,1,2,2,3,4
1126,7,2,2,4,1,3,4,2,5,1,1,6,3,6
1127,7,1,1,1,1,2,4,6,3,1,2,2,2,5
1128,6,2,4,4,1,1,3,2,3,1,2,2,3,4
1129,5,1,1,2,1,3,4,6,9,1,1,1,3,3
1130,4,1,7,7,1,1,1,5,3,1,2,1,2,6
1131,7,1,1,1,2,1,2,1,9,2,1,2,2,3
1132,5,4,3,5,2,2,3,3,9,2,3,3,2,4
1133,3,4,2,5,1,2,3,1,1,2,3,4,1,3
1134,5,1,2,2,1,1,7,5,9,1,1,2,2,6
1135,7,3,3,5,2,4,1,3,9,3,3,2,2,5
1136,5,4,5,4,2,1,2,2,2,2,1,3,5,4
1137,5,1,1,2,1,2,3,2,5,2,4,3,3,2
1138,4,1,1,2,4,4,4,2,1,4,4,4,4,1
1139,997,4,4,4,4,4,4,4,3,2,4,4,3,4
1140,1,7,1,2,4,3,1,1,3,3,7,7,5,1
1141,5,4,3,5,1,1,2,2,2,1,2,2,2,2
1142,6,1,2,4,1,1,3,6,4,1,1,1,3,4
1143,5,1,6,6,1,1,2,1,1,1,2,2,1,4
1144,4,4,4,4,2,2,4,2,3,2,2,3,1,4
1145,4,4,3,4,4,4,4,4,9,2,4,4,3,4
1146,5,4,4,5,1,2,3,3,2,1,1,2,2,4
1147,3,7,2,4,1,1,4,2,9,2,3,3,2,4
1148,997,4,4,4,4,4,4,7,9,1,4,4,3,1
1149,7,4,4,3,1,2,3,2,1,1,5,3,3,4
1150,7,4,3,4,3,3,2,2,3,1,3,4,3,4
1151,4,4,2,4,1,1,3,1,3,1,1,1,2,4
1152,997,1,6,6,1,1,7,1,1,1,1,1,2,6
1153,5,1,1,3,1,1,3,5,4,1,2,3,1,6
1154,4,2,2,6,1,3,4,5,3,2,2,3,3,3
1155,7,4,2,4,1,1,5,6,9,1,1,1,2,4
1156,7,2,1,1,2,2,1,2,2,2,1,2,2,2
1157,5,2,2,4,1,1,2,1,9,1,2,1,4,4
1158,6,2,2,2,1,1,4,3,4,1,1,1,3,4
1159,2,2,3,4,1,2,3,1,9,2,4,4,3,3
1160,4,4,4,4,4,4,4,4,9,1,3,3,3,4
1161,6,5,6,6,3,3,2,2,4,1,4,3,2,4
1162,5,3,3,4,1,4,4,1,3,1,5,5,1,3
1163,6,6,2,4,6,6,6,1,3,1,3,6,2,2
1164,6,2,2,2,1,4,3,5,5,1,1,3,1,4
1165,997,2,4,4,1,1,3,3,4,2,3,3,3,4
1166,7,2,3,4,1,1,5,3,4,1,1,1,1,4
1167,6,4,3,4,1,1,3,7,9,3,2,3,3,3
1168,7,1,5,5,1,1,5,1,4,2,4,1,2,1
1169,997,4,4,4,4,4,4,1,1,1,5,1,5,1
1170,7,3,6,3,6,1,1,1,1,1,1,1,5,6
1171,4,2,2,4,2,2,4,2,4,1,3,3,2,3
1172,6,1,1,1,1,2,2,6,2,1,2,2,3,2
1173,3,1,2,3,4,4,3,2,9,4,3,3,3,2
1174,1,1,2,4,2,2,3,2,2,2,3,3,3,4
1175,7,1,4,2,1,1,1,6,5,1,1,1,1,6
1176,6,4,1,2,1,1,3,6,4,1,1,1,3,3
1177,5,4,4,6,1,5,4,3,1,4,2,5,2,3
1178,6,7,7,7,7,7,1,4,1,1,1,1,1,1
1179,2,4,4,6,1,3,4,6,1,2,5,5,4,3
1180,7,1,4,4,1,1,3,4,3,1,1,1,3,4
1181,3,6,3,2,4,2,2,2,4,2,3,2,2,2
1182,6,4,3,4,1,3,4,3,9,1,3,3,2,4
1183,5,4,2,4,1,1,5,2,9,2,2,1,3,4
1184,1,7,2,7,7,7,1,1,9,2,7,7,5,7
1185,5,1,1,3,1,1,4,6,9,1,2,2,2,6
1186,3,1,2,4,1,2,4,3,2,1,5,4,1,4
1187,5,6,3,4,1,1,2,3,1,1,1,3,2,4
1188,4,4,3,4,1,2,2,4,9,1,2,1,2,6
1189,7,4,7,5,4,5,3,1,1,1,1,3,2,2
1190,4,4,4,7,4,4,5,3,3,1,3,3,1,6
1191,5,1,2,5,1,3,3,7,9,1,1,3,2,4
1192,3,4,3,4,1,5,4,7,5,2,3,3,3,1
1193,6,2,4,4,1,1,3,4,5,1,1,4,4,2
1194,7,1,1,1,1,1,1,2,2,2,1,2,3,1
1195,5,2,6,5,1,1,3,7,1,2,3,3,3,4
1196,4,2,3,3,2,2,4,5,3,2,3,3,3,3
1197,4,4,2,3,2,3,2,2,1,1,3,3,3,3
1198,6,1,2,3,4,1,5,7,9,1,2,2,2,4
1199,6,3,4,4,1,2,4,7,4,2,6,6,3,4
1200,6,1,7,6,1,1,1,2,9,1,1,1,1,7
